alpha,gamma,phi_wall,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,phi_MP,n_MP
2.217262900000000148e+00,1.312728300000000070e+00,1.599618500000000054e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.053354000000000124e+00,7.021399999999999864e-02
7.065030900000000003e+00,4.287262899999999988e+00,1.454917500000000086e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.264664999999999928e+00,1.814449999999999952e-01
2.639215000000000089e+00,5.607885999999999704e-01,1.847699299999999933e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.796672999999999965e+00,9.712300000000000100e-02
3.311748999999999943e-01,1.094088600000000078e+00,4.997943000000000247e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.783231999999999928e+00,3.435099999999999959e-02
1.877123600000000003e+00,1.540824999999999889e+00,4.715460900000000066e+00,2.425152999999999892e+00,2.242055000000000131e+00,2.058105999999999991e+00,1.893264000000000058e+00,1.748620000000000063e+00,1.623666999999999971e+00,1.517066999999999943e+00,1.426468000000000069e+00,1.350311000000000039e+00,1.285692000000000057e+00,1.231759999999999966e+00,1.185770999999999908e+00,1.146058000000000021e+00,1.112379000000000007e+00,1.083102000000000009e+00,1.056575999999999960e+00,1.033190000000000053e+00,1.012045000000000083e+00,9.929599999999999538e-01,9.754739999999999522e-01,-2.900154000000000121e+00,5.148799999999999905e-02
3.631147100000000183e+00,2.999871800000000199e+00,3.405151899999999898e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.334559000000000051e+00,6.407499999999999307e-02
4.906397600000000025e+00,3.338020900000000069e+00,7.733451399999999865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.206586999999999854e+00,1.100860000000000033e-01
7.388405699999999854e+00,4.137128200000000255e+00,2.482020900000000196e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.606166999999999900e+00,1.543549999999999922e-01
6.654950300000000318e+00,1.495557500000000095e+00,2.447510499999999922e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.722472999999999921e+00,1.228349999999999997e-01
3.735483900000000190e+00,1.580882799999999921e+00,2.408564900000000009e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.048023000000000149e+00,7.729700000000000459e-02
1.625393300000000041e+00,3.526826100000000075e+00,8.960117999999999583e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.117591000000000001e+00,4.435999999999999666e-02
6.073606200000000399e+00,2.965064499999999992e+00,8.043984399999999368e+00,6.834032999999999802e+00,6.394020000000000259e+00,5.890755000000000408e+00,5.388409000000000226e+00,4.901686999999999905e+00,4.442047999999999774e+00,4.023303000000000296e+00,3.655216999999999938e+00,3.340065000000000062e+00,3.075960999999999945e+00,2.857753000000000210e+00,2.676645999999999859e+00,2.525853999999999822e+00,2.399567999999999923e+00,2.292685000000000084e+00,2.201147000000000187e+00,2.122278000000000109e+00,2.053478999999999832e+00,1.992793000000000037e+00,1.938561999999999896e+00,-2.043674000000000213e+00,1.294130000000000003e-01
7.483526000000000344e+00,3.564374000000000153e-01,8.091659699999999233e+00,3.598031999999999897e+00,3.557809999999999917e+00,3.514266000000000112e+00,3.472545000000000215e+00,3.431039999999999868e+00,3.389548000000000005e+00,3.348970000000000002e+00,3.308263000000000176e+00,3.268365999999999882e+00,3.228680999999999912e+00,3.189465999999999912e+00,3.150850999999999846e+00,3.112496999999999847e+00,3.075029999999999930e+00,3.037882000000000193e+00,3.001453999999999844e+00,2.965612000000000137e+00,2.930343000000000142e+00,2.895888999999999935e+00,2.861943999999999821e+00,-1.891181000000000001e+00,1.508099999999999996e-01
6.265140699999999896e+00,5.053786000000000111e-01,8.835804400000000669e+00,3.844700000000000006e+00,3.788826999999999945e+00,3.727386999999999784e+00,3.669023000000000145e+00,3.610691999999999791e+00,3.552848000000000006e+00,3.496061000000000085e+00,3.439318999999999793e+00,3.384151000000000131e+00,3.329196000000000044e+00,3.275542999999999871e+00,3.222642000000000007e+00,3.170819999999999972e+00,3.120210999999999846e+00,3.070548000000000055e+00,3.022466999999999793e+00,2.975334000000000145e+00,2.929891000000000023e+00,2.885594999999999910e+00,2.842845000000000066e+00,-2.025729999999999809e+00,1.318429999999999880e-01
7.898531000000000191e+00,6.773662000000000294e-01,3.080363699999999927e+00,1.740235999999999894e+00,1.668631999999999893e+00,1.591604999999999936e+00,1.525460000000000038e+00,1.462766000000000011e+00,1.407064000000000092e+00,1.355634999999999923e+00,1.309847999999999901e+00,1.268156999999999979e+00,1.230844000000000049e+00,1.197108000000000061e+00,1.166627000000000081e+00,1.139146999999999910e+00,1.114006999999999969e+00,1.091361000000000026e+00,1.070403999999999911e+00,1.051425999999999972e+00,1.038189000000000028e+00,1.020567000000000002e+00,1.005082999999999949e+00,-1.743657999999999930e+00,1.611990000000000089e-01
1.238031000000000104e+00,7.117649000000000337e-01,5.409641399999999933e+00,2.163324999999999942e+00,2.094708999999999932e+00,2.020312000000000108e+00,1.954436000000000062e+00,1.890781000000000045e+00,1.832262999999999975e+00,1.777063999999999977e+00,1.726255000000000095e+00,1.678997000000000073e+00,1.635439000000000087e+00,1.595282000000000089e+00,1.558138000000000023e+00,1.524078999999999962e+00,1.492391999999999941e+00,1.463430999999999926e+00,1.436306000000000083e+00,1.411524000000000001e+00,1.388271999999999951e+00,1.369426000000000032e+00,1.349061999999999983e+00,-3.322738999999999887e+00,3.466500000000000137e-02
7.182004700000000241e+00,2.364323800000000197e+00,7.532903400000000360e+00,5.696677000000000213e+00,5.364135000000000097e+00,4.989722999999999686e+00,4.618814999999999671e+00,4.258951999999999849e+00,3.917320000000000135e+00,3.605785000000000018e+00,3.325778000000000123e+00,3.079994999999999816e+00,2.870397999999999783e+00,2.690822999999999965e+00,2.540261999999999798e+00,2.411500999999999895e+00,2.302737000000000034e+00,2.209222000000000019e+00,2.128235000000000099e+00,2.057596999999999898e+00,1.995587000000000000e+00,1.940449000000000090e+00,1.891442999999999985e+00,-1.919226000000000099e+00,1.464979999999999893e-01
3.544118500000000171e+00,1.324427599999999927e+00,7.017852999999999453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.729348000000000107e+00,9.805200000000000027e-02
3.142116699999999874e+00,1.109463599999999994e+00,1.390196299999999940e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.587946000000000080e+00,1.639500000000000124e-01
3.728780800000000006e+00,3.188084700000000105e+00,2.711270400000000080e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.023191000000000184e+00,9.285799999999999610e-02
2.224782300000000212e+00,3.289311500000000166e+00,7.000744599999999984e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.839646999999999810e+00,5.824499999999999816e-02
6.556606600000000284e+00,4.076645000000000074e+00,3.089926199999999845e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.790270999999999946e+00,1.507670000000000121e-01
2.139908399999999933e+00,3.606713899999999917e+00,3.191950000000000065e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.932353999999999905e+00,1.117859999999999965e-01
5.075930299999999562e+00,1.242317700000000080e+00,7.789292999999999800e+00,4.097737000000000407e+00,3.955734000000000083e+00,3.797839999999999883e+00,3.642504000000000186e+00,3.490530000000000133e+00,3.344100000000000072e+00,3.204254000000000158e+00,3.070612999999999815e+00,2.944195999999999813e+00,2.826754000000000211e+00,2.718678999999999846e+00,2.618907000000000096e+00,2.527375999999999845e+00,2.445403999999999911e+00,2.370382999999999907e+00,2.302400000000000002e+00,2.240807000000000215e+00,2.185341000000000200e+00,2.134344000000000019e+00,2.087905000000000122e+00,-2.185693000000000108e+00,1.122189999999999993e-01
2.831284800000000157e+00,9.393559999999999688e-01,6.822852899999999998e+00,3.233567999999999998e+00,3.136972999999999789e+00,3.023082000000000047e+00,2.920942000000000149e+00,2.818080000000000140e+00,2.722201999999999789e+00,2.628642999999999841e+00,2.541914999999999925e+00,2.458594999999999864e+00,2.381663999999999781e+00,2.309073999999999849e+00,2.242338999999999860e+00,2.180210000000000203e+00,2.123136999999999830e+00,2.070476999999999901e+00,2.023578999999999795e+00,1.978156999999999943e+00,1.936801999999999913e+00,1.898964000000000096e+00,1.863860000000000072e+00,-2.648407999999999873e+00,7.037999999999999812e-02
1.074885799999999891e+00,3.896597499999999936e+00,8.671168099999999157e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.488173000000000190e+00,3.061499999999999985e-02
3.760426900000000128e+00,1.696036099999999935e+00,3.127972699999999939e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.207075999999999816e+00,7.565399999999999903e-02
6.550169699999999651e+00,4.736426000000000247e-01,4.777175800000000194e+00,2.448259000000000185e+00,2.396853000000000122e+00,2.342312000000000172e+00,2.291490000000000027e+00,2.241766999999999843e+00,2.193524000000000029e+00,2.147253000000000078e+00,2.102135000000000087e+00,2.059384999999999799e+00,2.017796000000000145e+00,1.978402999999999912e+00,1.940431000000000017e+00,1.904295999999999989e+00,1.869809999999999972e+00,1.836854999999999905e+00,1.805658999999999903e+00,1.775724000000000080e+00,1.747576999999999936e+00,1.720588000000000006e+00,1.695084000000000035e+00,-1.973759999999999959e+00,1.368159999999999932e-01
2.023382900000000095e+00,4.188655299999999748e+00,7.669996300000000211e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.908955999999999875e+00,5.460899999999999782e-02
4.832722600000000313e+00,9.086146999999999974e-01,8.542413399999999157e+00,3.993437000000000126e+00,3.896393999999999913e+00,3.782380999999999993e+00,3.677735000000000198e+00,3.571077999999999975e+00,3.469266000000000183e+00,3.367666999999999966e+00,3.270795999999999815e+00,3.175472000000000072e+00,3.085301999999999989e+00,2.997596000000000149e+00,2.915531999999999790e+00,2.837327000000000155e+00,2.763818000000000108e+00,2.694040999999999908e+00,2.629414999999999836e+00,2.568702000000000041e+00,2.512370999999999910e+00,2.459902000000000033e+00,2.411833999999999811e+00,-2.226313000000000208e+00,1.078439999999999954e-01
2.421148399999999867e+00,2.269737600000000022e+00,1.754379499999999981e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.756318999999999964e+00,1.112130000000000063e-01
6.986793999999999727e+00,4.245554999999999746e-01,2.384575400000000123e+00,1.182857000000000047e+00,1.141238999999999892e+00,1.099475999999999898e+00,1.062532999999999950e+00,1.028445000000000054e+00,9.973309999999999675e-01,9.692800000000000304e-01,9.433350000000000346e-01,9.201859999999999484e-01,8.986830000000000096e-01,8.791919999999999735e-01,8.611889999999999823e-01,8.445650000000000102e-01,8.292829999999999924e-01,8.149610000000000465e-01,8.017940000000000067e-01,7.894069999999999698e-01,7.778420000000000334e-01,7.670139999999999736e-01,7.567679999999999962e-01,-1.716760999999999981e+00,1.526889999999999914e-01
2.380687599999999904e+00,2.523503100000000110e+00,5.293284700000000065e+00,3.685474999999999834e+00,3.328727000000000213e+00,2.964815999999999896e+00,2.639050000000000118e+00,2.358657000000000004e+00,2.125129999999999963e+00,1.934493000000000018e+00,1.780504000000000087e+00,1.656552000000000024e+00,1.556585000000000107e+00,1.475705999999999962e+00,1.408998999999999890e+00,1.353674000000000044e+00,1.306853999999999960e+00,1.267109000000000041e+00,1.231562000000000046e+00,1.200480999999999909e+00,1.172744999999999926e+00,1.147769000000000039e+00,1.125229000000000035e+00,-2.734564000000000217e+00,6.286999999999999533e-02
3.059954299999999794e+00,3.828885600000000000e+00,2.815965799999999852e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.173535000000000217e+00,8.502099999999999935e-02
2.758169300000000046e+00,3.763891200000000214e+00,3.494515499999999886e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.401116000000000028e+00,6.588499999999999912e-02
1.112807799999999903e+00,1.666493599999999908e+00,1.225547100000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.786503999999999870e+00,3.420000000000000123e-02
6.896657999999999955e-01,5.915424999999999711e-01,5.848885000000000112e+00,2.066599000000000075e+00,2.010658999999999974e+00,1.951308999999999960e+00,1.897696999999999967e+00,1.846030000000000060e+00,1.797501000000000015e+00,1.751757000000000009e+00,1.708563000000000054e+00,1.668358999999999925e+00,1.630238000000000076e+00,1.595051999999999914e+00,1.561647999999999925e+00,1.530753999999999948e+00,1.501552999999999916e+00,1.474309000000000092e+00,1.448709000000000024e+00,1.424616000000000104e+00,1.402082999999999968e+00,1.380694000000000088e+00,1.360768999999999895e+00,-3.874387000000000025e+00,1.991599999999999968e-02
5.195408900000000330e+00,2.038110999999999784e+00,6.052942599999999729e+00,4.254732999999999876e+00,3.983805999999999958e+00,3.677041000000000004e+00,3.386204000000000214e+00,3.114799000000000095e+00,2.868301000000000212e+00,2.647696999999999967e+00,2.458108000000000182e+00,2.294756000000000018e+00,2.158164000000000193e+00,2.042454000000000214e+00,1.945548999999999973e+00,1.862541000000000002e+00,1.792148000000000074e+00,1.730893999999999933e+00,1.677534000000000081e+00,1.630554000000000059e+00,1.589008999999999894e+00,1.551338000000000106e+00,1.517382999999999926e+00,-2.142519000000000062e+00,1.164339999999999958e-01
2.683355800000000180e+00,3.758735900000000019e+00,8.253915700000000299e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.683302999999999994e+00,6.847200000000000508e-02
6.941208800000000068e+00,1.977378800000000103e+00,6.748287399999999714e+00,4.712508999999999837e+00,4.450635000000000119e+00,4.150038000000000338e+00,3.863503999999999827e+00,3.583369999999999944e+00,3.327433999999999781e+00,3.090097999999999789e+00,2.877781999999999840e+00,2.691851999999999911e+00,2.529862000000000055e+00,2.391372000000000053e+00,2.273118999999999890e+00,2.171272000000000091e+00,2.084188999999999847e+00,2.008630000000000138e+00,1.942814000000000041e+00,1.884716000000000058e+00,1.833428999999999975e+00,1.787679999999999936e+00,1.746172000000000057e+00,-1.930676999999999977e+00,1.445879999999999943e-01
1.777437500000000004e+00,6.856529000000000096e-01,8.814285500000000440e+00,3.608359999999999790e+00,3.539325999999999972e+00,3.462025000000000130e+00,3.389634000000000036e+00,3.317105000000000192e+00,3.246312000000000086e+00,3.176788999999999863e+00,3.108603000000000005e+00,3.042463000000000140e+00,2.977615000000000123e+00,2.915364999999999984e+00,2.854473000000000038e+00,2.796556999999999960e+00,2.740273000000000181e+00,2.687548000000000048e+00,2.636334999999999873e+00,2.587324000000000179e+00,2.540545999999999971e+00,2.496226000000000056e+00,2.454140000000000210e+00,-3.054806000000000132e+00,4.707100000000000173e-02
7.881797699999999907e+00,3.111527900000000013e+00,4.086174999999999891e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.776100000000000012e+00,1.639899999999999969e-01
5.860067199999999588e+00,2.462006999999999834e+00,4.419042000000000248e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.424249000000000098e+00,1.578700000000000103e-01
6.879648900000000289e+00,3.582838499999999815e+00,5.458262399999999737e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.937720000000000109e+00,1.423659999999999926e-01
7.979972899999999925e+00,6.403410000000000490e-01,6.735906199999999622e+00,3.341682000000000041e+00,3.269747000000000181e+00,3.188816000000000095e+00,3.113630999999999815e+00,3.038424000000000014e+00,2.965681000000000012e+00,2.894435999999999787e+00,2.825283000000000211e+00,2.758452999999999822e+00,2.693675999999999959e+00,2.632109999999999950e+00,2.572763999999999829e+00,2.516067000000000053e+00,2.461419999999999941e+00,2.410142000000000007e+00,2.360924999999999940e+00,2.314891999999999950e+00,2.270948000000000189e+00,2.229858000000000118e+00,2.190808000000000089e+00,-1.842200000000000060e+00,1.581180000000000085e-01
7.962424000000000390e+00,1.835368899999999970e+00,2.870583900000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.684372999999999898e+00,1.623249999999999971e-01
