alpha,gamma,phi_wall,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
4.1445286,0.732558,6.2223567,3.00425,2.926852,2.838953,2.75868,2.678684,2.60285,2.529316,2.459363,2.392284,2.328808,2.268624,2.211956,2.158688,2.108713,2.062013,2.018271,1.977539,1.939373,1.903891,1.872017
5.5060676,0.6324455,1.5105173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3094757,0.3652667,9.2273285,3.962892,3.920907,3.875372,3.831694,3.78816,3.744565,3.701834,3.658882,3.616687,3.574614,3.532939,3.491786,3.450808,3.410648,3.370719,3.331444,3.292675,3.254411,3.2169,3.179831
8.6097664,0.5656946,9.77238,4.214842,4.150849,4.079801,4.012477,3.944896,3.878014,3.812051,3.74629,3.682052,3.618002,3.555638,3.493876,3.433584,3.374452,3.316681,3.260527,3.205679,3.152814,3.101248,3.051863
2.177904,0.553909,4.9276415,2.125841,2.071681,2.014282,1.962009,1.911474,1.863621,1.81836,1.775284,1.735066,1.696659,1.661128,1.627272,1.595778,1.566006,1.538112,1.511922,1.487204,1.464124,1.442209,1.421776
2.0363746,0.4669071,2.4697231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7274499,0.9255919,6.7925965,3.607878,3.503761,3.379273,3.267136,3.153427,3.046188,2.940864,2.84164,2.746437,2.657292,2.573088,2.494663,2.421923,2.354269,2.292389,2.234689,2.183095,2.134045,2.089551,2.048229
9.5160759,0.852038,7.687171,3.877529,3.780835,3.667217,3.563205,3.457326,3.35656,3.256159,3.160757,3.067032,2.978694,2.892953,2.813181,2.736664,2.665361,2.597806,2.535285,2.476655,2.422306,2.372707,2.325324
2.0680647,0.4621107,7.0824995,2.969521,2.922888,2.872184,2.824271,2.776852,2.730148,2.684809,2.639844,2.596606,2.554133,2.513859,2.473598,2.434424,2.396632,2.359741,2.324441,2.290083,2.257098,2.225246,2.19457
4.7306604,0.8465936,1.4500105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5437535,0.5335427,6.8085515,3.320781,3.260304,3.193406,3.130559,3.067926,3.006587,2.946654,2.887605,2.830586,2.774391,2.720545,2.66783,2.617218,2.569407,2.522154,2.47686,2.433307,2.391858,2.351972,2.314259
4.5172703,0.3260599,2.4437796,0.9837,0.954019,0.92496,0.898725,0.874674,0.852484,0.832564,0.813997,0.797228,0.781638,0.767246,0.753948,0.741439,0.729919,0.719015,0.708802,0.699184,0.690048,0.681483,0.673304
8.717507,0.8484837,9.928157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.797333,0.3753174,2.3277918,1.243268,1.206766,1.170066,1.136921,1.105991,1.077172,1.050842,1.026039,1.003497,0.982286,0.962668,0.944372,0.927193,0.911267,0.896188,0.882137,0.868857,0.856326,0.844549,0.833335
6.6114369,0.4733571,2.9883182,1.548581,1.501115,1.452142,1.408329,1.366984,1.328638,1.29326,1.260145,1.229951,1.201551,1.175626,1.151326,1.128849,1.107929,1.08834,1.070206,1.053089,1.0372,1.022209,1.008129
5.3362738,0.4073587,8.0407509,3.524712,3.480109,3.43164,3.385368,3.339325,3.293461,3.24862,3.203733,3.159943,3.116419,3.073632,3.031561,2.99001,2.94951,2.909513,2.870578,2.832356,2.795038,2.758688,2.723111
9.3026886,0.628286,4.0271394,2.288539,2.21905,2.143478,2.075616,2.009502,1.947816,1.889111,1.834304,1.782897,1.734926,1.690384,1.64878,1.610421,1.574491,1.541521,1.510523,1.482121,1.455418,1.430745,1.408188
8.5742618,0.481393,5.6669328,2.893388,2.839414,2.780267,2.724844,2.66999,2.61644,2.564507,2.514201,2.465443,2.417539,2.371683,2.327098,2.284292,2.243102,2.203471,2.16567,2.129226,2.094724,2.061493,2.030016
2.3406911,0.9226102,9.2768873,4.007665,3.914247,3.805276,3.704862,3.602732,3.504801,3.407257,3.313729,3.221849,3.134328,3.049351,2.969165,2.892108,2.820834,2.751805,2.688073,2.627624,2.571825,2.519266,2.470993
2.7912939,0.7699921,3.1399969,1.321035,1.239315,1.151989,1.08102,1.015788,0.961403,0.913057,0.872837,0.837734,0.808285,0.782755,0.760886,0.741875,0.725112,0.712967,0.701425,0.688954,0.677819,0.667757,0.658615
3.9313895,0.9109404,6.6881839,3.280657,3.184692,3.071737,2.970095,2.867523,2.771941,2.67794,2.590881,2.506823,2.429094,2.35538,2.287549,2.224088,2.165781,2.111742,2.0623,2.01703,1.974351,1.935272,1.899055
2.3236682,0.7225035,6.7619207,3.006615,2.933298,2.850599,2.77473,2.699237,2.62728,2.557673,2.490941,2.427012,2.366041,2.308278,2.253408,2.201886,2.153085,2.107562,2.0645,2.024504,1.986655,1.951587,1.918345
8.581656,0.9694771,4.1896138,2.513246,2.405213,2.278796,2.170254,2.065703,1.970875,1.883689,1.804775,1.734092,1.670189,1.613761,1.564272,1.518443,1.477292,1.441055,1.407935,1.378384,1.35332,1.328028,1.305167
6.8736469,0.7185119,4.785496,2.573585,2.494445,2.40667,2.327995,2.250544,2.178404,2.109029,2.044586,1.98353,1.927051,1.874095,1.825232,1.779732,1.737747,1.698813,1.662794,1.629467,1.600019,1.571122,1.544071
3.0563464,0.664692,3.9492575,1.80253,1.736393,1.665725,1.604294,1.545943,1.493367,1.444666,1.400627,1.360381,1.323787,1.290585,1.260136,1.232602,1.207076,1.184023,1.162539,1.142865,1.12457,1.107571,1.093918
9.299032,0.8933074,4.7352041,2.763524,2.662093,2.544254,2.441593,2.339971,2.24685,2.158119,2.076964,2.001487,1.932722,1.869791,1.8125,1.760542,1.714458,1.671005,1.631579,1.595922,1.563175,1.533304,1.507545
7.5588332,0.4318786,5.9508946,2.941349,2.893305,2.840997,2.791623,2.74275,2.694667,2.647985,2.601714,2.557282,2.514607,2.472201,2.430917,2.390797,2.352096,2.314381,2.278307,2.243228,2.209624,2.177178,2.146
6.9138174,0.8994225,7.9003945,3.890977,3.791911,3.674947,3.568098,3.459157,3.355755,3.252588,3.15492,3.059011,2.968772,2.881529,2.800637,2.722811,2.650572,2.582636,2.519599,2.460971,2.406654,2.357097,2.309506
3.591819,0.9042056,6.6076089,3.211195,3.116644,3.005653,2.905877,2.805349,2.711868,2.620078,2.535198,2.453304,2.377768,2.306125,2.240356,2.178765,2.122306,2.069883,2.022099,1.978142,1.936838,1.898883,1.863815
3.6927572,0.9578528,2.0840399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5637997,0.9155094,3.510804,1.720783,1.625109,1.518103,1.430685,1.349471,1.279995,1.21806,1.165209,1.118759,1.079092,1.04415,1.015022,0.988928,0.965407,0.944245,0.925532,0.908524,0.893055,0.878942,0.865828
5.3940573,0.4164459,4.5606739,2.267524,2.223913,2.178142,2.135279,2.093505,2.052825,2.013941,1.975867,1.939817,1.904712,1.871207,1.838974,1.808024,1.778533,1.75007,1.723161,1.697222,1.672561,1.648959,1.62639
2.2132235,0.4569381,4.7462762,2.0177,1.973847,1.928047,1.885747,1.844915,1.805729,1.768669,1.732843,1.699351,1.667055,1.636649,1.607631,1.580094,1.554047,1.529151,1.50577,1.483384,1.462269,1.442151,1.423031
5.4275684,0.5601001,4.6518309,2.357811,2.298142,2.234183,2.175601,2.118443,2.063963,2.011945,1.962202,1.915341,1.870477,1.828636,1.788618,1.751402,1.716005,1.682923,1.651687,1.622335,1.594778,1.568727,1.544382
4.4730493,0.4507545,7.0646127,3.188778,3.140386,3.087635,3.03764,2.988006,2.938956,2.891165,2.84361,2.797692,2.752237,2.708048,2.664823,2.622632,2.581763,2.54336,2.504773,2.467181,2.431001,2.395977,2.36217
3.001451,0.5510786,3.2675419,1.364495,1.310435,1.254898,1.206871,1.162403,1.122616,1.086696,1.054241,1.025287,0.9988,0.975281,0.953598,0.934065,0.916076,0.899559,0.884383,0.870207,0.857205,0.844977,0.833582
6.5580155,0.6480581,3.4422172,1.857219,1.789392,1.716557,1.652951,1.592241,1.537291,1.486147,1.439739,1.397144,1.35834,1.323011,1.290602,1.261223,1.234022,1.209418,1.186505,1.165593,1.146135,1.12813,1.115238
9.4801115,0.580466,5.3527055,2.849431,2.783998,2.711181,2.643952,2.577351,2.513591,2.451851,2.392166,2.335142,2.280094,2.228063,2.177922,2.130957,2.085886,2.043719,2.003533,1.965869,1.930196,1.896669,1.865061
9.5006828,0.4135022,4.6066438,2.475948,2.429695,2.3809,2.335033,2.290109,2.246145,2.203893,2.162328,2.122783,2.0841,2.047037,2.011226,1.976746,1.943756,1.911864,1.881602,1.852372,1.824565,1.797879,1.772369
5.5742118,0.4003585,1.5128798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.140976,0.6601797,8.2571508,3.663975,3.593623,3.514714,3.440807,3.366676,3.294296,3.22312,3.153288,3.08545,3.018911,2.954937,2.892328,2.832705,2.774704,2.719599,2.667602,2.616965,2.568611,2.522828,2.479304
5.4473336,0.8246265,4.6641425,2.483937,2.395109,2.294701,2.206811,2.120329,2.041931,1.966703,1.89893,1.834949,1.77752,1.723873,1.675788,1.631066,1.590939,1.555592,1.521146,1.489615,1.461132,1.434684,1.410453
7.1284502,0.3926651,4.5745951,2.363667,2.32127,2.276768,2.23486,2.193899,2.153777,2.115294,2.077443,2.041364,2.006124,1.972272,1.939602,1.908042,1.877874,1.848635,1.820832,1.793969,1.76829,1.743664,1.720003
7.0226194,0.8157493,7.1587152,3.574843,3.484461,3.379431,3.283278,3.186045,3.093574,3.00212,2.915262,2.830605,2.751153,2.674462,2.602493,2.53382,2.470169,2.409765,2.354187,2.301637,2.253379,2.209852,2.166847
9.9727487,0.3014627,7.313763,3.410198,3.375319,3.337721,3.301622,3.265768,3.229869,3.194813,3.159637,3.125093,3.090771,3.056777,3.023332,2.99007,2.957499,2.92521,2.893434,2.862171,2.831284,2.8011,2.771293
9.0273397,0.7140107,8.3970315,3.960921,3.879982,3.787704,3.701726,3.614898,3.530553,3.447035,3.365599,3.285948,3.208427,3.133404,3.060698,2.991027,2.923861,2.860069,2.799881,2.742003,2.686761,2.635002,2.585799
4.0246551,0.9245512,5.9287384,2.991868,2.894744,2.780092,2.67794,2.576322,2.483131,2.392752,2.309484,2.23063,2.158347,2.091057,2.029541,1.972931,1.921138,1.87459,1.831041,1.791169,1.754534,1.721029,1.690459
6.6721607,0.3923294,8.585363,3.728535,3.684758,3.637214,3.591722,3.546409,3.501157,3.456851,3.412407,3.368903,3.325588,3.282853,3.240739,3.198984,3.158173,3.11774,3.078188,3.039258,3.00106,2.963742,2.927036
6.2858449,0.8317646,3.7976796,2.106006,2.016921,1.916751,1.831521,1.749185,1.67651,1.608454,1.548469,1.493223,1.444601,1.400076,1.360831,1.324819,1.295047,1.264921,1.238442,1.214177,1.192162,1.171929,1.15326
7.380729,0.9970579,3.2504044,1.943496,1.835496,1.71179,1.609046,1.514818,1.432686,1.360877,1.298404,1.244864,1.198557,1.159882,1.124137,1.093547,1.066534,1.042615,1.021254,1.001856,0.984412,0.968293,0.953564
9.6050617,0.8967876,9.2666679,4.411321,4.310352,4.191089,4.081317,3.96888,3.861045,3.752738,3.648795,3.545711,3.447407,3.35104,3.259952,3.171774,3.089018,3.009955,2.936674,2.866788,2.801608,2.740806,2.683807
8.6916963,0.3252201,5.0214678,2.593018,2.556623,2.518548,2.482178,2.446444,2.410943,2.376656,2.342577,2.309544,2.277057,2.245313,2.214437,2.184103,2.154857,2.126174,2.098393,2.071367,2.045073,2.019682,1.994918
7.1389804,0.3296558,7.8136639,3.494039,3.456985,3.416973,3.378587,3.340434,3.302254,3.264946,3.227513,3.190777,3.154261,3.118124,3.082558,3.047197,3.012612,2.97832,2.944617,2.911458,2.878749,2.846789,2.815257
6.3408515,0.3724579,1.922507,0.806552,0.769779,0.734265,0.703236,0.675543,0.650944,0.629606,0.610416,0.593842,0.578896,0.565625,0.553705,0.54283,0.533058,0.524002,0.515712,0.508019,0.500833,0.494181,0.487904
5.2126241,0.4452784,5.7745859,2.771445,2.723509,2.671375,2.622361,2.573977,2.527017,2.48142,2.436278,2.393074,2.350597,2.309688,2.269958,2.231541,2.194602,2.158773,2.124615,2.091514,2.05995,2.029545,2.000444
5.8792879,0.3297038,6.7343924,3.107507,3.071339,3.03235,2.995054,2.958088,2.921226,2.885328,2.849431,2.814358,2.779615,2.745386,2.711833,2.678609,2.646286,2.61436,2.583145,2.552564,2.522548,2.495254,2.466477
9.8756515,0.6832206,7.8022285,3.77907,3.700804,3.611917,3.529143,3.445767,3.364849,3.284963,3.207146,3.131283,3.057516,2.986371,2.917463,2.851657,2.788216,2.729215,2.671287,2.616978,2.565069,2.516545,2.470286
4.770859,0.5689845,1.7892969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.124833,0.8595323,5.5382028,2.941528,2.848274,2.739119,2.641438,2.544356,2.455159,2.368268,2.288386,2.212112,2.142357,2.076778,2.017016,1.961413,1.910763,1.863903,1.822286,1.782332,1.746016,1.712471,1.681681
5.3357482,0.6273829,2.2331452,1.013186,0.943577,0.87223,0.813481,0.760638,0.716185,0.677703,0.645338,0.617967,0.594713,0.575238,0.558313,0.544054,0.531399,0.520257,0.510253,0.501145,0.49294,0.48535,0.478395
7.2345175,0.8414359,4.3912585,2.473108,2.38068,2.275432,2.183984,2.094094,2.013009,1.935698,1.866082,1.801033,1.742662,1.688734,1.640383,1.595911,1.556646,1.52036,1.486935,1.456162,1.428434,1.402658,1.379207
9.1555319,0.9913399,2.6385831,1.667988,1.558251,1.434148,1.332837,1.241866,1.164129,1.097473,1.04066,0.992723,0.952327,0.918986,0.888851,0.863126,0.840988,0.821407,0.804347,0.78891,0.775096,0.7625,0.750915
2.8571653,0.8101773,2.8346348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1343566,0.5426573,2.6695724,1.004974,0.947435,0.889518,0.840745,0.79684,0.758939,0.725937,0.697241,0.672681,0.651006,0.632558,0.616091,0.601702,0.588833,0.577252,0.566864,0.55731,0.548644,0.540618,0.533179
7.1686667,0.4023997,6.7037502,3.175461,3.130496,3.081652,3.035226,2.989156,2.943493,2.899005,2.854661,2.811674,2.769106,2.727535,2.686838,2.646916,2.608196,2.57017,2.534466,2.499088,2.464201,2.430399,2.397547
9.7928058,0.3740017,4.9787853,2.625305,2.582818,2.53813,2.495741,2.454096,2.412958,2.373255,2.333931,2.296092,2.258922,2.222893,2.187913,2.153841,2.121072,2.08911,2.058466,2.028719,2.000075,1.972484,1.945807
6.4747035,0.8484799,2.7331206,1.506234,1.414554,1.313597,1.232317,1.157106,1.093967,1.03784,0.99094,0.94975,0.915355,0.885058,0.859488,0.839721,0.819277,0.801447,0.785641,0.771531,0.758617,0.746966,0.73617
2.376643,0.6668023,8.897328,3.707221,3.638958,3.56263,3.490968,3.419125,3.34879,3.279642,3.211584,3.145462,3.080371,3.017762,2.956339,2.897608,2.840446,2.785849,2.733488,2.684235,2.635922,2.590004,2.546409
8.5181248,0.9557255,4.3683114,2.591865,2.485129,2.360204,2.252655,2.148178,2.053071,1.964808,1.884637,1.812152,1.746442,1.687939,1.634925,1.588769,1.545558,1.50744,1.47257,1.441411,1.415532,1.388244,1.364003
9.452865,0.9696621,2.9096575,1.839928,1.733293,1.611905,1.51167,1.419914,1.340458,1.270999,1.210965,1.15942,1.114796,1.077627,1.044295,1.015041,0.989476,0.966764,0.946692,0.92843,0.912118,0.897102,0.883346
3.123871,0.7368876,1.1233629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7018301,0.4357642,3.8831108,1.888718,1.845305,1.800125,1.758552,1.718582,1.680394,1.644433,1.609812,1.577589,1.546631,1.517599,1.489991,1.463877,1.43926,1.415792,1.393827,1.372848,1.353103,1.334341,1.316537
8.4501005,0.6364589,2.2417025,1.237825,1.170148,1.099867,1.041323,0.98782,0.941969,0.90134,0.866344,0.835797,0.809141,0.78598,0.765353,0.747391,0.731125,0.716666,0.703501,0.691491,0.68054,0.670355,0.661005
5.8313737,0.7450788,1.9331582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8256184,0.4441507,2.7782719,1.541235,1.496181,1.449803,1.408031,1.368539,1.331674,1.297584,1.265459,1.236096,1.20836,1.182866,1.158934,1.136661,1.11591,1.096374,1.078278,1.061154,1.045188,1.030129,1.015931
7.8875202,0.5007392,8.6478384,3.844002,3.787492,3.725302,3.666258,3.607237,3.548741,3.491307,3.433951,3.378181,3.322641,3.268457,3.215027,3.162729,3.111654,3.061577,3.013095,2.96559,2.919838,2.875237,2.832241
9.9176757,0.6270263,9.5553215,4.238933,4.167237,4.086777,4.010958,3.934607,3.859481,3.785185,3.711611,3.639595,3.568194,3.498898,3.430378,3.364201,3.299254,3.236587,3.175668,3.116998,3.060453,3.006109,2.954121
6.798972,0.4810007,3.6797775,1.945536,1.895386,1.842704,1.794612,1.748304,1.704383,1.662996,1.623492,1.58673,1.551578,1.518964,1.487947,1.45893,1.431577,1.405786,1.381643,1.358703,1.33735,1.317039,1.297969
5.7177701,0.6325109,7.3345943,3.442632,3.373419,3.295894,3.223501,3.151071,3.080605,3.011528,2.944025,2.878689,2.814874,2.753761,2.694204,2.638277,2.583928,2.531995,2.482105,2.434964,2.389983,2.347499,2.307173
4.7133391,0.3074893,9.6267354,3.899377,3.866066,3.83017,3.795575,3.761146,3.726528,3.692633,3.658505,3.624815,3.591244,3.557812,3.524799,3.491817,3.459306,3.426952,3.394893,3.363207,3.331692,3.300714,3.26995
4.1220455,0.660261,5.2687183,2.573068,2.503254,2.427087,2.357834,2.289824,2.225469,2.163658,2.105147,2.049747,1.997396,1.948354,1.902061,1.859034,1.818402,1.780848,1.745318,1.712588,1.681645,1.652975,1.625968
7.0116866,0.3153965,2.6817469,1.353279,1.323706,1.293881,1.266251,1.240114,1.215183,1.192049,1.169855,1.149171,1.129465,1.110828,1.09324,1.076405,1.06063,1.045503,1.031166,1.017517,1.004454,0.992094,0.980219
5.6014021,0.7365182,6.1328239,3.073206,2.993354,2.902277,2.819127,2.736069,2.657354,2.580825,2.508116,2.438235,2.37221,2.309467,2.250534,2.195013,2.143094,2.094467,2.049103,2.006754,1.967255,1.930995,1.897416
2.7339909,0.5231973,5.2800853,2.371224,2.31834,2.262168,2.210206,2.159519,2.110715,2.06408,2.018961,1.976386,1.935196,1.896518,1.859346,1.824259,1.790863,1.759186,1.729269,1.700749,1.673982,1.648409,1.624383
7.6660677,0.6584086,3.2508184,1.818455,1.74892,1.674144,1.609239,1.547419,1.491839,1.440238,1.393745,1.351179,1.312664,1.277675,1.245772,1.216903,1.190307,1.166282,1.143966,1.123674,1.104802,1.090274,1.074128
3.1810492,0.891749,5.7632882,2.808247,2.714823,2.608144,2.513873,2.420106,2.334142,2.250864,2.174785,2.10256,2.03689,1.97543,1.919694,1.867979,1.821062,1.779395,1.739216,1.702455,1.669085,1.63815,1.609877
7.7845537,0.3379869,5.1898567,2.630952,2.593351,2.553971,2.516391,2.479454,2.442775,2.407339,2.372124,2.338013,2.304459,2.271701,2.239835,2.20856,2.178406,2.14885,2.120259,2.092447,2.065425,2.039335,2.013908
2.5707697,0.3937793,8.4196568,3.446271,3.4055,3.361349,3.31912,3.277147,3.235268,3.194363,3.153397,3.113351,3.073576,3.034382,2.995862,2.957716,2.92054,2.883777,2.847862,2.812607,2.778049,2.744379,2.711308
6.527314,0.831127,5.6066847,2.974673,2.883944,2.778284,2.6837,2.588691,2.501312,2.416019,2.337278,2.261619,2.192384,2.126725,2.066902,2.010745,1.959654,1.91198,1.869119,1.82908,1.791869,1.757339,1.725763
9.4203777,0.7142843,5.2403707,2.876631,2.796291,2.704619,2.621121,2.538818,2.461462,2.386353,2.315712,2.24813,2.184935,2.125147,2.06953,2.017329,1.968927,1.923728,1.881851,1.84285,1.80666,1.774438,1.742592
2.4166555,0.6702557,1.8046734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7564698,0.5394459,2.628177,1.066832,1.011026,0.954765,0.907205,0.864237,0.826923,0.794239,0.765598,0.740876,0.718864,0.699933,0.682883,0.667837,0.654262,0.641949,0.630814,0.620505,0.611095,0.602323,0.594152
5.9042678,0.9266594,1.1062617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3108979,0.7898466,1.912656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1417307,0.5475982,3.9556633,2.216007,2.155995,2.091761,2.033314,1.976521,1.922784,1.871719,1.82324,1.777796,1.734583,1.694479,1.656316,1.621055,1.587636,1.556572,1.52734,1.499989,1.474394,1.450277,1.427807
6.8178292,0.6244295,1.5733759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5547888,0.5904341,6.8329025,3.240304,3.175925,3.104323,3.037426,2.970753,2.905863,2.842508,2.78054,2.720802,2.662358,2.607181,2.553285,2.501558,2.451582,2.404088,2.358591,2.31535,2.274227,2.235116,2.19813
7.2964768,0.9844518,1.3350365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.4823831,0.9443873,8.9018031,4.351515,4.245346,4.118504,4.00248,3.88344,3.769736,3.655826,3.546753,3.43936,3.337037,3.23791,3.144133,3.054752,2.971397,2.892225,2.818059,2.749531,2.685056,2.626449,2.571363
7.9104452,0.4830645,4.9487338,2.587041,2.533213,2.475881,2.422377,2.369868,2.318806,2.269665,2.221663,2.176025,2.131534,2.089342,2.048564,2.009745,1.972606,1.937135,1.903481,1.871229,1.84084,1.8117,1.784222
6.9184138,0.3788691,6.9823777,3.24829,3.206012,3.160191,3.116501,3.073129,3.029999,2.987944,2.945934,2.905038,2.864495,2.82472,2.785721,2.747275,2.709911,2.673092,2.637317,2.602288,2.568138,2.536819,2.504176
9.9146023,0.3350626,9.8949983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6491055,0.3869752,5.3610372,2.743092,2.699968,2.653301,2.609206,2.56569,2.522846,2.482135,2.441199,2.401755,2.362947,2.325289,2.288668,2.252969,2.218582,2.185009,2.152806,2.121506,2.091364,2.062296,2.034198
3.0630008,0.7113999,8.3201753,3.63033,3.556292,3.472752,3.394837,3.316599,3.240574,3.165776,3.092818,3.021954,2.952932,2.88662,2.822247,2.761011,2.701794,2.646877,2.592935,2.542384,2.493989,2.448686,2.405506
2.2350908,0.6985724,8.3090426,3.524143,3.452954,3.372963,3.298324,3.223544,3.150855,3.079508,3.009878,2.942411,2.876635,2.813591,2.7523,2.694128,2.638829,2.585545,2.534335,2.486158,2.440136,2.396872,2.35574
8.6244965,0.8845297,7.8874727,3.943149,3.843811,3.726498,3.619251,3.509839,3.405873,3.302053,3.203615,3.106823,3.015619,2.927294,2.84489,2.766266,2.692794,2.623582,2.559315,2.499453,2.443725,2.392764,2.344634
9.6045372,0.7983818,4.8935121,2.78667,2.695482,2.591957,2.499976,2.408546,2.324195,2.242304,2.167294,2.09562,2.030444,1.968929,1.913189,1.861019,1.813781,1.769739,1.73149,1.693449,1.659421,1.627692,1.598818
3.2750069,0.854651,6.7846768,3.213809,3.124926,3.021778,2.928316,2.834395,2.746207,2.659682,2.57897,2.500834,2.42818,2.358768,2.29482,2.234187,2.178719,2.126384,2.078612,2.033697,1.993823,1.954756,1.919237
9.6711615,0.466933,1.4011795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7852669,0.6974723,8.5841259,3.675874,3.603785,3.522705,3.446882,3.370774,3.296593,3.22361,3.15216,3.082735,3.014821,2.949527,2.885829,2.825184,2.766287,2.711235,2.657817,2.6069,2.558217,2.512348,2.468692
6.4401878,0.3895165,1.812692,0.74138,0.701114,0.662327,0.628778,0.599091,0.573083,0.55082,0.5311,0.514409,0.49958,0.486666,0.475243,0.46499,0.455908,0.447596,0.440087,0.433188,0.426807,0.420953,0.415474
6.7030951,0.8714397,1.4988462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.082503,0.6533474,9.0798838,4.006497,3.934874,3.854459,3.778852,3.702799,3.628183,3.554522,3.481838,3.410876,3.340822,3.273066,3.206333,3.142286,3.079641,3.019608,2.961456,2.905848,2.852431,2.802555,2.753842
4.52535,0.4287013,8.1305653,3.519872,3.473593,3.423223,3.375198,3.327398,3.279845,3.233349,3.186838,3.141539,3.09652,3.052349,3.00893,2.96614,2.924455,2.883347,2.843438,2.804287,2.766171,2.729075,2.692879
3.2147895,0.3833127,7.8635033,3.330254,3.289987,3.246411,3.204764,3.163405,3.122178,3.081953,3.041705,3.002408,2.963418,2.925044,2.887374,2.850113,2.813848,2.778025,2.743076,2.708808,2.67526,2.642612,2.61058
7.1809297,0.4586491,5.1232237,2.618964,2.568175,2.51428,2.463731,2.414096,2.365581,2.318841,2.272926,2.229202,2.186418,2.145562,2.10602,2.068103,2.031776,1.996824,1.963619,1.931606,1.901332,1.872231,1.844588
5.0430807,0.8552583,1.0325976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9088396,0.4059411,8.0594233,3.5544,3.509581,3.460868,3.414356,3.368065,3.321945,3.276842,3.231682,3.187616,3.143804,3.100724,3.05835,3.01649,2.975672,2.935351,2.896087,2.857531,2.819875,2.783184,2.747263
5.3344624,0.488501,8.2114619,3.61513,3.561734,3.50318,3.447588,3.392141,3.337208,3.283406,3.2297,3.177624,3.125839,3.075352,3.025703,2.977129,2.929824,2.883451,2.838683,2.794869,2.752662,2.711616,2.672015
4.0872976,0.9707559,9.3335109,4.244893,4.143115,4.02257,3.911943,3.798653,3.690455,3.581903,3.47835,3.375996,3.278905,3.184381,3.095386,3.010038,2.930384,2.855179,2.784628,2.718838,2.657351,2.600632,2.548091
9.5611565,0.8103358,1.3977063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.952061,0.8464325,6.9386162,3.562508,3.467866,3.356931,3.255937,3.153593,3.056908,2.961127,2.870925,2.782889,2.701196,2.621978,2.548657,2.478849,2.4145,2.353915,2.298115,2.246008,2.198169,2.153933,2.112278
7.8615829,0.3916884,9.4675734,4.004603,3.960337,3.912235,3.866141,3.820171,3.774178,3.729072,3.683744,3.639267,3.5949,3.551009,3.507658,3.464555,3.422311,3.380343,3.339142,3.298477,3.25843,3.219186,3.180455
5.4140937,0.5828037,5.3830361,2.68277,2.619397,2.551006,2.487866,2.425746,2.36597,2.308361,2.252799,2.199961,2.149027,2.101098,2.054966,2.01186,1.970591,1.931937,1.895222,1.860727,1.828162,1.797447,1.768586
3.8510038,0.9543746,9.7963495,4.345813,4.246562,4.129708,4.022011,3.911847,3.806083,3.700033,3.598176,3.497365,3.401177,3.307046,3.218154,3.132123,3.051623,2.974646,2.903525,2.835607,2.77245,2.713449,2.658302
5.8439058,0.4004728,6.4252806,3.025259,2.981499,2.934041,2.888992,2.844366,2.800203,2.757263,2.714535,2.673193,2.632334,2.592504,2.553592,2.516856,2.480032,2.443834,2.408918,2.374861,2.341892,2.309984,2.279001
5.7030778,0.619143,6.7868998,3.248225,3.180609,3.105047,3.034676,2.964469,2.896383,2.829866,2.765086,2.702623,2.641823,2.584236,2.52835,2.475072,2.423568,2.374983,2.328413,2.284497,2.242689,2.203245,2.165883
5.2950542,0.6405267,1.0470769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.4250537,0.4529418,6.1280358,3.073631,3.022041,2.965627,2.912421,2.859641,2.807751,2.757266,2.707277,2.659185,2.611728,2.565922,2.522463,2.479078,2.437196,2.396504,2.357541,2.319693,2.283577,2.248666,2.215267
