alpha,gamma,phi_wall,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
3.1721752,0.7759538,9.8654274,4.149251,4.069,3.977698,3.892309,3.806006,3.72181,3.638327,3.556523,3.47636,3.397904,3.321806,3.247607,3.176342,3.107197,3.041399,2.977888,2.917929,2.861676,2.80709,2.755146
9.0385686,0.4232432,5.8699948,2.957754,2.909895,2.857796,2.808591,2.759872,2.711911,2.665331,2.619139,2.574745,2.531092,2.489698,2.448374,2.408184,2.369397,2.331565,2.295361,2.260133,2.226351,2.193723,2.162341
5.137826,0.6707429,5.7778723,2.867777,2.795866,2.714996,2.64097,2.567511,2.497805,2.430341,2.3659,2.304344,2.245739,2.19038,2.137845,2.088652,2.042065,1.998725,1.9577,1.919702,1.883692,1.850427,1.818914
3.3017321,0.4277612,2.2138794,0.708124,0.660336,0.613844,0.573965,0.53867,0.50808,0.482097,0.459495,0.44084,0.424698,0.411239,0.399711,0.389697,0.38102,0.373239,0.366376,0.360157,0.354517,0.349408,0.344688
5.647764,0.8934276,1.2279177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5861785,0.5394379,4.1876927,2.142511,2.085985,2.025857,1.971094,1.918042,1.867803,1.820197,1.774918,1.732578,1.692198,1.654799,1.619177,1.586119,1.554843,1.525621,1.498169,1.47234,1.44821,1.425341,1.404075
5.0861223,0.6242126,1.5626434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7030354,0.3563628,5.0827394,2.658138,2.618228,2.575189,2.534525,2.494734,2.45529,2.417185,2.379367,2.342842,2.306925,2.271974,2.237996,2.204766,2.172756,2.141451,2.111298,2.08199,2.053641,2.026297,1.999743
6.0582421,0.7444204,6.1194722,3.098229,3.017061,2.924256,2.83961,2.754981,2.674867,2.596891,2.52294,2.451811,2.38474,2.320956,2.261194,2.20485,2.152317,2.103074,2.057289,2.014505,1.974747,1.937977,1.904245
9.4894311,0.7489995,5.3200797,2.933123,2.848722,2.751668,2.664083,2.576442,2.494975,2.415674,2.341514,2.270399,2.204379,2.141767,2.084017,2.02966,1.979733,1.932945,1.890027,1.850104,1.814539,1.77942,1.747455
6.7534732,0.4930711,6.9255661,3.274648,3.219842,3.159656,3.102858,3.046354,2.990753,2.936495,2.882736,2.830857,2.779585,2.730079,2.681629,2.634705,2.589731,2.54649,2.504031,2.462806,2.423552,2.38554,2.349268
3.6122056,0.7489821,1.6401964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.4462565,0.5963739,6.1711404,3.16447,3.096603,3.020736,2.950247,2.879996,2.812045,2.745745,2.681356,2.619364,2.559912,2.502694,2.447139,2.394749,2.344199,2.296657,2.251128,2.208314,2.167584,2.129252,2.092965
8.7600485,0.3869858,2.8511034,1.566916,1.528162,1.488433,1.452041,1.417441,1.384621,1.354057,1.324811,1.297805,1.272038,1.247935,1.225183,1.203666,1.183515,1.164316,1.146365,1.129281,1.113146,1.09789,1.083348
6.9154581,0.7916804,5.1333796,2.769667,2.681668,2.582398,2.49385,2.405992,2.324572,2.245657,2.172961,2.103559,2.040119,1.980177,1.925697,1.874542,1.828163,1.784747,1.746441,1.70969,1.675768,1.644241,1.61541
3.078779,0.5303999,3.3837347,1.441229,1.39031,1.338017,1.292382,1.249936,1.211567,1.176717,1.14488,1.11628,1.089834,1.066183,1.044206,1.024202,1.005685,0.988538,0.972709,0.957837,0.94411,0.931153,0.919015
9.1565749,0.7739211,2.7622035,1.65116,1.567859,1.476786,1.401205,1.330041,1.269221,1.213561,1.166062,1.123199,1.086397,1.053363,1.024592,0.998767,0.97845,0.957615,0.938432,0.921362,0.905684,0.891492,0.878327
4.8340895,0.7910691,2.5544268,1.23588,1.15098,1.053458,0.977461,0.907692,0.850188,0.799196,0.757359,0.721083,0.691239,0.665758,0.64443,0.626101,0.610095,0.601438,0.587638,0.576044,0.565649,0.556295,0.547833
9.714863,0.4394918,2.1942323,1.214836,1.170842,1.126471,1.087313,1.051111,1.018119,0.988329,0.960843,0.936297,0.913527,0.892958,0.873958,0.856483,0.840422,0.825407,0.811659,0.798734,0.786719,0.775477,0.764881
3.6956733,0.5747099,6.3304709,2.925733,2.865535,2.799016,2.737111,2.675773,2.616343,2.558884,2.503203,2.449558,2.397184,2.347576,2.299406,2.253759,2.20987,2.168225,2.128523,2.090787,2.05506,2.021021,1.988968
6.8594843,0.6773091,2.8943756,1.568183,1.497274,1.421708,1.357654,1.297647,1.245091,1.197177,1.155073,1.117209,1.083664,1.053672,1.026743,1.002695,0.980746,0.961126,0.943021,0.926599,0.911425,0.901582,0.888518
8.0626359,0.5346078,8.9966024,3.968339,3.908001,3.841297,3.778066,3.714744,3.652076,3.590433,3.528978,3.46912,3.409518,3.351498,3.294204,3.238272,3.18358,3.130129,3.07833,3.027694,2.979031,2.931598,2.886101
4.040287,0.3640599,8.5641118,3.592322,3.553328,3.511153,3.470713,3.430489,3.390249,3.350902,3.311417,3.272686,3.234164,3.196064,3.158548,3.121255,3.084812,3.048665,3.013178,2.978257,2.943853,2.910237,2.877094
2.5918947,0.8325745,2.5394165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6818026,0.6480518,6.8805623,3.060268,2.99372,2.919469,2.850634,2.782191,2.716166,2.651929,2.589725,2.530749,2.47297,2.418152,2.365141,2.315301,2.267327,2.222324,2.179312,2.138935,2.100585,2.064523,2.030428
3.1541567,0.5268867,2.808835,1.091834,1.037903,0.983524,0.937228,0.895225,0.858429,0.826005,0.797309,0.772367,0.749952,0.730533,0.712928,0.697272,0.683094,0.670164,0.658447,0.647573,0.637623,0.628345,0.619693
2.1430043,0.8744438,8.6234842,3.732509,3.644086,3.541763,3.44755,3.352223,3.260953,3.170581,3.084066,2.999617,2.919261,2.841746,2.769082,2.699348,2.633805,2.57165,2.513918,2.459336,2.408922,2.361272,2.318081
8.4125868,0.7546009,7.2447781,3.611035,3.52601,3.428222,3.338089,3.247152,3.159959,3.073859,2.991232,2.910775,2.833928,2.760121,2.690551,2.623533,2.560409,2.50071,2.444793,2.392138,2.343045,2.296891,2.25397
9.8376097,0.5522434,6.5691937,3.288672,3.225357,3.155045,3.089216,3.023585,2.959552,2.896986,2.83561,2.776374,2.718226,2.662671,2.608464,2.557658,2.507443,2.459516,2.413568,2.369698,2.327954,2.288077,2.250364
2.5718587,0.6145624,8.7132441,3.641572,3.578254,3.507948,3.44172,3.375472,3.310384,3.246516,3.183385,3.122137,3.061555,3.003287,2.946008,2.890839,2.837191,2.785517,2.735742,2.687816,2.643239,2.598928,2.55697
4.400455,0.6463812,4.9687026,2.458225,2.389973,2.315754,2.248464,2.182599,2.120481,2.061036,2.004924,1.951984,1.902059,1.855444,1.811486,1.770751,1.732283,1.696826,1.663311,1.632398,1.603246,1.576178,1.550748
2.1828107,0.8095072,2.9699771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8510089,0.5851035,6.9144497,3.280218,3.216116,3.144851,3.07819,3.011723,2.946946,2.883663,2.821671,2.761862,2.703253,2.647288,2.593916,2.541698,2.491316,2.443348,2.397376,2.353599,2.311949,2.272266,2.234731
9.8177546,0.3681609,5.0484465,2.651724,2.610466,2.565925,2.523888,2.482771,2.442086,2.402796,2.363843,2.326301,2.289401,2.253574,2.218765,2.184803,2.152115,2.120194,2.089533,2.059751,2.031023,2.003332,1.976515
9.8345749,0.5054008,5.2051442,2.766486,2.709488,2.646834,2.588527,2.530968,2.475455,2.421699,2.369173,2.31904,2.27009,2.22371,2.178739,2.136013,2.095017,2.05598,2.018844,1.983397,1.949911,1.917855,1.887746
2.777449,0.8568129,8.531875,3.771965,3.68387,3.582027,3.488119,3.393078,3.301916,3.211603,3.124949,3.040302,2.959539,2.88157,2.807762,2.737976,2.671533,2.608546,2.54986,2.49439,2.443003,2.394463,2.349661
4.045762,0.5603756,2.8392443,1.247384,1.190699,1.132706,1.083209,1.037813,0.997825,0.96214,0.930411,0.902456,0.877251,0.855133,0.834961,0.816997,0.800571,0.785607,0.771931,0.759216,0.7476,0.736708,0.72658
7.6729189,0.3275396,7.5294905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6277659,0.3585166,5.0838943,2.544547,2.505455,2.46448,2.425526,2.387298,2.349488,2.313034,2.276915,2.24209,2.207906,2.174688,2.142453,2.110961,2.08068,2.051099,2.02263,1.994998,1.968281,1.942545,1.917554
6.0430958,0.4719855,2.4843739,1.190302,1.143291,1.095883,1.054549,1.016569,0.982388,0.951752,0.923841,0.899106,0.876367,0.856075,0.83742,0.82043,0.80487,0.790431,0.77724,0.764884,0.753452,0.74276,0.732716
5.2054228,0.7456042,4.1346429,2.166082,2.087402,2.00058,1.924766,1.851267,1.784776,1.721921,1.665183,1.612321,1.564648,1.520611,1.480789,1.444175,1.410862,1.380303,1.355085,1.328415,1.30412,1.282118,1.261609
2.1675842,0.4278749,9.3276836,3.682479,3.638665,3.591081,3.545569,3.500248,3.455012,3.410739,3.366351,3.322937,3.279735,3.237148,3.195212,3.153675,3.113115,3.07297,3.033753,2.995192,2.957409,2.920539,2.884326
2.8161297,0.4475698,3.2610545,1.299049,1.25673,1.213966,1.176053,1.140866,1.108609,1.079335,1.052156,1.027741,1.00496,0.984237,0.96499,0.947173,0.930705,0.915224,0.900964,0.887492,0.874901,0.863063,0.851856
8.3143326,0.9387622,2.5172349,1.521884,1.418216,1.302681,1.209441,1.12533,1.054506,0.993389,0.942203,0.898702,0.862349,0.834037,0.807299,0.784261,0.764951,0.74786,0.732955,0.719583,0.707497,0.69661,0.686582
4.9172821,0.5957482,2.3830058,1.058873,0.9951,0.930142,0.876151,0.827519,0.786117,0.750102,0.719305,0.693,0.67019,0.650811,0.633673,0.618923,0.605716,0.593964,0.58339,0.573699,0.564943,0.556797,0.549272
7.5203628,0.3023378,1.3203505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1526706,0.6236728,4.8779905,2.530333,2.462447,2.388648,2.321406,2.255436,2.192874,2.132838,2.075845,2.02192,1.970787,1.922918,1.877557,1.83543,1.79548,1.758596,1.723648,1.691309,1.660787,1.632381,1.605675
8.3680283,0.3140815,1.617222,0.698837,0.667859,0.640272,0.614892,0.592325,0.572145,0.554689,0.538934,0.525196,0.512822,0.501721,0.491755,0.48259,0.474327,0.466653,0.45957,0.453008,0.446842,0.441138,0.43575
3.3601521,0.8328624,3.4503201,1.622236,1.536195,1.44183,1.36456,1.292285,1.231098,1.175679,1.128885,1.086988,1.051542,1.01984,0.99254,0.968493,0.94891,0.928901,0.911088,0.895072,0.880307,0.866898,0.8544
2.2682933,0.7117618,5.6634368,2.540422,2.468294,2.389266,2.317933,2.247959,2.182273,2.119295,2.060204,2.004366,1.952086,1.903196,1.857465,1.815011,1.775265,1.738544,1.704069,1.672315,1.642385,1.614843,1.590917
4.1983472,0.4011434,5.3135224,2.50273,2.460688,2.416516,2.374757,2.333837,2.293579,2.254845,2.216611,2.179985,2.144109,2.109482,2.075964,2.043442,2.012258,1.981933,1.95297,1.924918,1.897994,1.872114,1.84716
5.7216858,0.9116914,2.5401286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3654208,0.8015409,2.0543361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.4329577,0.5995984,5.7176792,2.965466,2.898282,2.823282,2.753938,2.685063,2.618813,2.554558,2.492831,2.43338,2.37593,2.321489,2.269006,2.219727,2.172388,2.128122,2.08585,2.046281,2.008728,1.973504,1.940227
6.5928114,0.6035013,9.5414691,4.117519,4.050903,3.976669,3.906515,3.83605,3.766522,3.697937,3.629804,3.563274,3.497084,3.432961,3.369509,3.307929,3.247618,3.189088,3.132302,3.077243,3.024286,2.972999,2.92405
8.622385,0.4282821,1.6505981,0.775825,0.730499,0.686439,0.648717,0.615298,0.586226,0.561342,0.53945,0.521023,0.504712,0.490656,0.478245,0.467213,0.457455,0.448563,0.440578,0.433243,0.42651,0.420344,0.414598
7.7064596,0.4223985,1.7635321,0.800245,0.756189,0.713334,0.676528,0.643833,0.61526,0.590696,0.568961,0.550556,0.534168,0.519942,0.50731,0.496011,0.485966,0.476775,0.468496,0.460862,0.453818,0.447342,0.441286
8.9336988,0.8043903,7.4814208,3.74823,3.657273,3.551539,3.45441,3.355978,3.261945,3.168676,3.079606,2.992497,2.909838,2.829936,2.755143,2.683377,2.616172,2.55227,2.493175,2.437162,2.385662,2.33701,2.292549
5.9382399,0.6304708,9.4963554,4.099542,4.030621,3.953568,3.880887,3.807823,3.735877,3.664865,3.59449,3.525753,3.457549,3.391509,3.326255,3.263181,3.201423,3.141767,3.083915,3.028114,2.974467,2.922805,2.873506
4.516836,0.4830607,4.5408803,2.211153,2.161276,2.108611,2.059939,2.012648,1.96719,1.923926,1.882106,1.842795,1.804831,1.769176,1.735016,1.702735,1.672101,1.642985,1.615564,1.589359,1.564826,1.541387,1.519291
7.4934038,0.3100222,3.2136562,1.695708,1.665177,1.633879,1.604463,1.576164,1.548681,1.522733,1.497461,1.473511,1.450397,1.428243,1.40709,1.386635,1.367265,1.348536,1.330644,1.313483,1.296964,1.281227,1.266031
4.3548537,0.6210756,3.8106667,1.871591,1.808598,1.741439,1.682236,1.625704,1.574,1.525817,1.481577,1.440908,1.403398,1.369197,1.337442,1.308627,1.281725,1.257231,1.234373,1.213301,1.193709,1.175425,1.158475
2.0408108,0.6415193,3.3939573,1.270178,1.206123,1.140019,1.085053,1.035008,0.992132,0.954195,0.921404,0.89272,0.867497,0.845444,0.825591,0.808137,0.792164,0.777766,0.764536,0.752315,0.741074,0.730524,0.720733
9.2814944,0.4594651,6.3914488,3.163643,3.111245,3.053878,2.999728,2.945946,2.893015,2.841448,2.790335,2.741087,2.692433,2.645417,2.599464,2.556007,2.513068,2.471076,2.430835,2.391714,2.354362,2.318223,2.283637
5.8161332,0.639153,2.7822304,1.411736,1.345538,1.276141,1.217437,1.163032,1.115507,1.07267,1.035038,1.001572,0.971849,0.945549,0.921811,0.900803,0.881575,0.86435,0.848514,0.834023,0.82071,0.808296,0.796902
2.9236705,0.8633847,9.3501521,4.047858,3.95914,3.856616,3.761623,3.665238,3.572212,3.479719,3.39029,3.302535,3.218059,3.136104,3.057773,2.982547,2.911235,2.843432,2.780084,2.719397,2.662775,2.609267,2.559588
6.3853794,0.3138017,8.3312161,3.613564,3.578623,3.540944,3.504717,3.468697,3.432571,3.397247,3.361751,3.326821,3.292068,3.257575,3.223584,3.189717,3.156472,3.123461,3.090893,3.058791,3.026998,2.995864,2.965053
8.1214904,0.7350647,9.4993354,4.268121,4.185989,4.092291,4.004699,3.916038,3.829547,3.743631,3.659427,3.576727,3.495752,3.417004,3.340175,3.266169,3.19432,3.125741,3.059519,2.996816,2.936577,2.880948,2.826339
8.1077176,0.9192091,9.9808331,4.589284,4.487816,4.368009,4.25748,4.144144,4.035112,3.925427,3.819742,3.714702,3.614041,3.515053,3.421077,3.329689,3.24366,3.161032,3.08406,3.010944,2.942071,2.877605,2.817166
9.5880948,0.7781524,1.9632079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4651522,0.8531353,9.1666514,4.110968,4.02049,3.915633,3.818535,3.719877,3.624697,3.529913,3.438311,3.348268,3.261639,3.177442,3.097036,3.019674,2.94643,2.876633,2.811599,2.749113,2.690968,2.635899,2.584925
7.7119536,0.623862,9.2120898,4.081763,4.011925,3.933734,3.860057,3.785971,3.713101,3.641162,3.569958,3.500406,3.43149,3.364765,3.298883,3.235319,3.173083,3.113087,3.054906,2.998913,2.945076,2.893354,2.843987
6.3709866,0.3530742,6.862169,3.178435,3.13936,3.097133,3.0568,3.016794,2.976952,2.938128,2.899324,2.861473,2.823965,2.787082,2.750923,2.715183,2.680444,2.64616,2.612734,2.579997,2.547961,2.518732,2.488039
5.7477225,0.7024277,9.7757848,4.224731,4.148482,4.062323,3.981408,3.899757,3.819718,3.740433,3.66228,3.585705,3.510212,3.43693,3.364843,3.295502,3.2276,3.162725,3.099674,3.03963,2.981758,2.926824,2.87438
3.6323238,0.9405455,3.4664485,1.713744,1.619408,1.504037,1.413491,1.33002,1.25864,1.195582,1.141811,1.095016,1.055083,1.020244,0.992357,0.965237,0.94209,0.921299,0.902995,0.886337,0.871236,0.857441,0.844633
9.2708414,0.4799531,9.9702092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.604054,0.4442207,3.4472209,1.645602,1.602148,1.557314,1.516632,1.477976,1.441598,1.407764,1.37563,1.346082,1.317999,1.291984,1.267452,1.244467,1.22296,1.202599,1.183663,1.165671,1.148815,1.132869,1.117778
5.7749609,0.9517252,8.4768167,4.069571,3.966721,3.844471,3.732804,3.618541,3.50999,3.401501,3.298309,3.197042,3.101275,3.008848,2.922301,2.840167,2.763035,2.690893,2.623581,2.561414,2.503222,2.450812,2.400455
4.6357272,0.7786698,2.9535498,1.457419,1.375249,1.286605,1.214152,1.146972,1.090557,1.039833,0.997273,0.959574,0.927643,0.899477,0.875136,0.853602,0.834502,0.820986,0.804759,0.790636,0.777702,0.765928,0.755087
6.848826,0.6717266,5.216376,2.734995,2.661747,2.578347,2.503713,2.43002,2.360175,2.292714,2.228836,2.168024,2.110637,2.056604,2.005762,1.958285,1.913672,1.87225,1.833305,1.797279,1.763328,1.731989,1.70504
9.3639488,0.8709946,7.7741791,3.918843,3.820223,3.703912,3.597562,3.489136,3.386086,3.283249,3.185708,3.089803,2.999498,2.911976,2.830383,2.752438,2.679666,2.611013,2.547325,2.487898,2.43264,2.382084,2.334287
4.6194755,0.9952035,6.6954701,3.405828,3.299793,3.172769,3.058619,2.944057,2.836461,2.731948,2.634515,2.542089,2.455959,2.376045,2.301809,2.234124,2.171164,2.114855,2.062305,2.014468,1.970287,1.930339,1.893643
2.9623631,0.8276731,5.2930245,2.534202,2.448755,2.352753,2.268101,2.184806,2.108649,2.035524,1.969028,1.906124,1.849242,1.795931,1.747841,1.703,1.662493,1.625006,1.592493,1.559892,1.530629,1.503552,1.478624
8.0003528,0.7098922,9.8828427,4.346045,4.266866,4.177012,4.092728,4.007514,3.924068,3.841237,3.759679,3.679591,3.600733,3.524008,3.448648,3.375986,3.30489,3.236952,3.170843,3.108056,3.047387,2.98999,2.934958
5.4472453,0.6828345,3.7407127,1.952479,1.881454,1.804547,1.737447,1.673125,1.614969,1.56061,1.511411,1.466074,1.424935,1.387336,1.35302,1.321795,1.293051,1.266951,1.242676,1.220652,1.200448,1.183675,1.165525
6.7764594,0.3619889,1.3741943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1380163,0.4293432,7.9902571,3.553838,3.506298,3.45449,3.405122,3.355963,3.307082,3.259268,3.21144,3.164887,3.118604,3.073223,3.028601,2.98466,2.941844,2.899633,2.858697,2.818529,2.77947,2.74145,2.704401
4.9776053,0.4060271,6.039281,2.84151,2.798114,2.751111,2.706637,2.662691,2.619358,2.57735,2.535716,2.49659,2.4571,2.418727,2.381368,2.344894,2.309717,2.27533,2.242299,2.210162,2.179177,2.149267,2.120328
4.4999484,0.8344025,5.3634541,2.735117,2.645683,2.544407,2.45456,2.365475,2.283444,2.204024,2.131393,2.062129,1.999298,1.940019,1.886448,1.836264,1.790933,1.748595,1.712007,1.675401,1.642748,1.61228,1.584491
4.148819,0.9439405,3.2332042,1.640416,1.54004,1.427776,1.336533,1.253126,1.18226,1.120242,1.067765,1.022538,0.984275,0.951183,0.924955,0.899655,0.878159,0.85893,0.842035,0.826711,0.812811,0.800137,0.788365
5.7996724,0.6629324,6.3295101,3.114684,3.04246,2.96116,2.886114,2.811285,2.739451,2.669391,2.601961,2.537765,2.475473,2.41627,2.359521,2.306082,2.255023,2.207296,2.161786,2.119472,2.079188,2.041777,2.006248
4.6146742,0.6179796,1.4766822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3463984,0.5416957,5.0917918,2.64619,2.585933,2.521189,2.461201,2.402237,2.345294,2.290445,2.237314,2.186795,2.137846,2.091782,2.047327,2.005518,1.96551,1.927781,1.891971,1.858092,1.826144,1.795804,1.767338
8.710921,0.8364396,5.1133265,2.872186,2.77895,2.668408,2.572111,2.476004,2.387545,2.301577,2.222719,2.147644,2.079126,2.014873,1.956421,1.902138,1.852763,1.80713,1.766571,1.727819,1.69258,1.660003,1.630148
8.2813071,0.457215,2.4795179,1.331932,1.286114,1.239474,1.198183,1.15973,1.124511,1.092467,1.06279,1.03609,1.011217,0.988697,0.967784,0.948536,0.930766,0.914164,0.898902,0.884542,0.871212,0.858703,0.846937
9.1900496,0.993303,7.7707063,4.033471,3.921681,3.78661,3.663686,3.53883,3.419611,3.30223,3.190157,3.082227,2.979789,2.883423,2.792369,2.708114,2.628787,2.556703,2.489407,2.428553,2.371427,2.31875,2.271312
3.1296405,0.4616898,3.8437174,1.697526,1.65328,1.60752,1.566022,1.526544,1.489395,1.454803,1.42196,1.391727,1.362986,1.336376,1.311259,1.287742,1.265716,1.244882,1.225486,1.207057,1.189809,1.173474,1.15803
4.0049739,0.6631425,2.661393,1.161662,1.090678,1.01702,0.956414,0.901436,0.855072,0.814447,0.780127,0.7506,0.725348,0.703738,0.684819,0.668554,0.653983,0.641161,0.629543,0.618991,0.609386,0.60046,0.592262
8.8046052,0.7641734,9.4854797,4.312753,4.226902,4.128343,4.036459,3.943251,3.852589,3.762344,3.674204,3.587481,3.50293,3.420574,3.340644,3.263546,3.189165,3.118068,3.049921,2.985271,2.924586,2.866283,2.811011
7.416329,0.420464,9.7628045,4.084603,4.037408,3.985988,3.936774,3.887646,3.838546,3.79035,3.741927,3.694472,3.647101,3.600307,3.554062,3.508159,3.463154,3.418477,3.374714,3.331513,3.289075,3.247491,3.206556
8.0373288,0.613904,6.6129642,3.284728,3.215714,3.138423,3.066491,2.994659,2.925043,2.856967,2.790721,2.726786,2.664616,2.605655,2.548537,2.494034,2.441367,2.391777,2.344206,2.299446,2.256798,2.216664,2.178614
6.9673207,0.7670033,4.9771632,2.689758,2.604748,2.509376,2.424228,2.34,2.26188,2.186399,2.116731,2.050426,1.989618,1.932341,1.880048,1.831107,1.786488,1.744871,1.706862,1.67311,1.640016,1.609575,1.581581
7.3349063,0.8750357,9.2066365,4.291021,4.194631,4.081749,3.977547,3.871188,3.768885,3.666513,3.567925,3.470524,3.377233,3.286085,3.199555,3.115841,3.037197,2.961683,2.892166,2.825086,2.762963,2.704364,2.649894
7.4014758,0.7063019,3.5312031,1.977395,1.902111,1.81993,1.748648,1.680192,1.618716,1.561175,1.509528,1.461879,1.419046,1.379849,1.344422,1.312136,1.282697,1.255915,1.231224,1.211733,1.189804,1.170396,1.152393
2.331271,0.8130772,5.8656529,2.687529,2.604507,2.511637,2.428711,2.346821,2.270856,2.197583,2.129912,2.065612,2.006573,1.951045,1.900258,1.852794,1.809418,1.769017,1.732015,1.699603,1.667049,1.637363,1.610001
2.1711964,0.3019739,5.6517789,2.389421,2.359819,2.329056,2.299552,2.270638,2.241884,2.214182,2.186658,2.159923,2.133678,2.10796,2.082977,2.058396,2.034611,2.011294,1.988596,1.966521,1.944922,1.924061,1.903652
4.1844687,0.6159272,7.3803159,3.357471,3.295163,3.21857,3.150099,3.081738,3.01512,2.949952,2.88613,2.824478,2.764097,2.706373,2.65003,2.597079,2.545569,2.496146,2.448743,2.403697,2.3608,2.320028,2.28142
5.3364399,0.9264063,3.6203845,1.97711,1.879115,1.767842,1.675359,1.588286,1.512289,1.443761,1.384062,1.331182,1.285079,1.24435,1.210788,1.178038,1.14974,1.124248,1.101626,1.080869,1.062176,1.0449,1.029003
9.5280162,0.5439832,9.1179031,4.04677,3.984486,3.915467,3.85009,3.784553,3.719735,3.655909,3.592325,3.530327,3.468587,3.408539,3.34918,3.291294,3.234637,3.179338,3.125697,3.073344,3.022987,2.973924,2.926964
4.3362544,0.3026283,2.6338535,1.0848,1.057885,1.031304,1.006905,0.984236,0.962954,0.943558,0.925208,0.908333,0.892455,0.877574,0.863673,0.850458,0.838138,0.826394,0.81529,0.80477,0.794705,0.785219,0.776116
8.3091944,0.4062218,6.0114676,2.978966,2.933329,2.883758,2.836821,2.790343,2.744468,2.699895,2.655619,2.612922,2.570758,2.53079,2.491133,2.452107,2.414411,2.377533,2.342109,2.307592,2.274327,2.242171,2.211086
9.1251193,0.9549607,8.233013,4.142836,4.035496,3.906726,3.789547,3.66968,3.555375,3.441663,3.333105,3.227172,3.126615,3.030254,2.939514,2.85429,2.773879,2.699455,2.629535,2.565753,2.506949,2.451665,2.400647
6.8693174,0.4045331,2.6436167,1.337729,1.298393,1.258563,1.222717,1.189174,1.157967,1.129387,1.102475,1.078083,1.0551,1.033922,1.01415,0.995663,0.978512,0.962304,0.94727,0.933049,0.919692,0.907129,0.895195
9.4595246,0.3918071,4.0607417,2.226704,2.183945,2.139127,2.097106,2.056163,2.016256,1.978117,1.940757,1.90534,1.870856,1.837899,1.806195,1.775712,1.746664,1.718607,1.692047,1.666446,1.642065,1.618738,1.596396
8.4456559,0.551496,7.4721669,3.542543,3.479989,3.4106,3.345291,3.280026,3.215962,3.153163,3.091139,3.031029,2.971618,2.914517,2.85843,2.804433,2.751961,2.701426,2.653176,2.607095,2.562191,2.518972,2.478019
4.5184893,0.8605793,3.29897,1.685842,1.595606,1.495509,1.413809,1.337349,1.27223,1.213588,1.163772,1.119479,1.081812,1.048215,1.019448,0.995938,0.972626,0.951891,0.933412,0.916676,0.901322,0.88735,0.874328
4.3121684,0.7707123,4.1681104,2.113827,2.033612,1.944932,1.868104,1.793814,1.727186,1.664387,1.608205,1.556005,1.509327,1.466303,1.427682,1.392225,1.360152,1.331576,1.306181,1.280782,1.257764,1.236812,1.217276
5.7929784,0.9231248,3.9918964,2.218474,2.11953,2.00594,1.910032,1.817957,1.736068,1.66076,1.593899,1.533653,1.480203,1.432425,1.390395,1.353134,1.318748,1.287914,1.260299,1.235076,1.212354,1.191328,1.172231
3.1183751,0.6466766,4.6331756,2.163042,2.097696,2.027236,1.964204,1.903197,1.8465,1.792901,1.742981,1.696445,1.653039,1.612955,1.575453,1.541039,1.50869,1.479129,1.451323,1.425698,1.401699,1.379373,1.35854
3.1041946,0.4553189,6.6586155,2.942325,2.895183,2.843905,2.795485,2.747572,2.700418,2.654655,2.609295,2.565718,2.523943,2.482319,2.44183,2.402463,2.364496,2.327471,2.292063,2.257622,2.224597,2.192716,2.162048
7.315387,0.6857992,5.9933253,3.075717,2.999705,2.913596,2.834579,2.755748,2.680583,2.607341,2.537727,2.470574,2.40656,2.345751,2.288061,2.233758,2.182438,2.134456,2.089211,2.047097,2.007403,1.970545,1.935763
4.5147734,0.6886733,8.2524726,3.706109,3.632298,3.54907,3.471309,3.393179,3.317096,3.242165,3.168888,3.097617,3.027989,2.960983,2.89572,2.833528,2.773176,2.716761,2.662098,2.610113,2.560345,2.513592,2.469031
7.5459556,0.61921,2.0829668,1.072018,1.004977,0.936304,0.879598,0.82851,0.785325,0.747775,0.715932,0.688759,0.665401,0.645581,0.628141,0.613253,0.599931,0.588155,0.577564,0.567906,0.559178,0.551077,0.543618
9.1194656,0.3433044,6.4617716,3.133872,3.094728,3.052432,3.012058,2.972027,2.932185,2.893379,2.854614,2.81683,2.779405,2.742632,2.706599,2.67101,2.636438,2.602339,2.569121,2.53715,2.506588,2.4756,2.445251
2.4617951,0.3449387,1.0698141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
